a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t
-0.299125504,0.256559921,-0.371107763,-0.591898173,-1.146681826,-0.396152908,-0.825579074,-1.052013914,0.377549448,-1.402185786,-1.129041153,-0.080496044,,,-0.443279379,-0.694326967,-0.133427621,0.215108826,-0.29628631,-0.739501661
0.663668189,0.535667746,1.951072458,0.458014948,-1.37838989,0.553919744,0.888637145,1.662302363,-1.530451283,1.198285173,0.982867952,,0.784958101,-0.442053135,-0.101103981,0.709661874,-0.968302001,-0.527174588,-0.002783702,0.475848998
-0.554904254,-1.35169812,-2.558765882,-0.243317988,0.327475284,-2.725393555,1.109133104,0.815919234,-0.296842887,,0.109448966,-0.333627394,-0.402788774,,-1.507807492,-0.477512584,-0.989550769,-0.964454588,0.057961011,-0.540917527
-0.838231406,-1.381931548,0.043802193,0.682207575,-0.960315983,-1.124853548,-2.482545691,0.063093181,,,0.845113654,-0.886625348,-1.629304106,-1.242923889,-1.484532219,-0.9277501,,-2.240556013,-2.093613042,-0.281632037
-0.889578035,-0.616993538,-0.331470794,2.823004325,-0.323870241,-0.98555114,,,-0.261549017,-1.314928215,,-0.785701596,-0.937532972,1.311189049,-1.131165051,-1.266539546,-0.485655762,0.210839181,-0.196723994,-0.011941009
0.078167364,-0.654154668,2.373468081,,,-0.519163434,,1.113696847,-0.092825657,0.39782129,,0.542273222,-0.601151822,1.775459244,,,-1.926963292,-1.937964632,0.583671305,0.879256243
-0.816252098,-1.482999027,0.120697557,-0.32245797,0.517386913,-0.87301066,-0.198011715,-2.065771385,0.71529765,-1.884664757,-0.482014853,-0.277285332,-0.999194593,0.571822763,0.0371629,-2.207428969,0.228334147,-0.503104684,-1.495032328,-0.505601799
-1.426281846,-1.17753899,1.208724937,-0.363654768,0.245461576,-1.691606297,0.57789775,-1.233239738,-0.06351895,-0.059848345,-3.007482038,-1.745975517,-1.355054252,0.187964924,-0.896274797,-1.334343907,0.75566336,-0.110422706,-0.952319411,-0.178499729
-0.390839237,-0.513254903,0.103012232,0.552845008,-0.70732022,-0.583089131,-0.333372892,-0.837842958,-1.101283618,,0.439593688,1.158302137,0.023497668,0.123222225,0.071222669,-1.398374933,-0.032761984,-0.201880012,-1.004941858,-0.959523466
0.9964836,-0.983885205,0.421203848,0.151100242,,0.211901943,-2.438003652,2.129695561,-1.372153995,1.350541035,0.865050788,0.484461957,1.427927916,0.431877259,-0.917558405,2.491806116,,-1.578899773,0.026711463,-0.179519471
-0.789151406,-1.31193085,-1.126942203,,0.139658454,-1.483524707,-0.654072363,0.269230468,-0.070867372,-1.082692549,-0.196664953,-0.010435211,-0.262039364,0.555395809,0.295419186,0.449827806,-0.969694758,-1.143094874,,0.243050249
0.134331731,0.977919298,0.31815804,-1.122244381,0.22248535,1.05363681,-1.092717292,0.322380155,0.244682876,0.868222759,0.870444367,-0.637126538,,0.240120953,-0.130020665,-0.052228635,1.333287869,0.980389681,0.554873086,-0.271028984
0.206858015,-0.119953925,0.741540636,-0.018305865,1.61748899,-0.107841273,1.401501027,-1.516199031,-0.17348331,0.021247165,,0.385361566,0.618452995,1.451730946,0.26631821,0.64418627,0.646267472,0.731773367,0.942852039,-0.537337463
-1.016167003,-1.524429526,1.581837673,-1.526680066,0.959085577,-1.669549709,0.193259117,0.480384438,0.12890019,-0.578052499,1.571288523,-0.572536556,-1.723561909,-0.02805346,-0.115950618,-0.703392153,-0.027405211,-0.809852854,-1.064307459,0.100300586
0.48858932,-2.970449894,,0.964694707,-0.211319502,,0.711907322,-1.130403351,-0.821433256,-2.052689926,1.105615732,-1.060911968,,0.963271886,-1.088938657,-1.693643471,-0.759593139,-1.817430366,-0.467744141,0.033428763
-1.338015296,-1.776490171,-1.578465984,-1.059749799,-0.226158375,-1.226851409,-0.012139238,-0.277286517,0.063427471,-0.264157476,-1.325739824,-2.303285522,-0.508139189,0.570121458,-1.136630735,-1.796940467,-0.885413172,-1.887886201,-1.443997274,0.304134028
-1.788307703,1.333962289,0.405282372,-0.238470296,0.43254762,,-0.384879856,-0.219638732,,-0.348037372,-1.017487358,-1.833176809,-1.24978568,1.215077178,,,0.066217307,1.149640768,-0.591178651,-1.413040525
0.059371282,-0.697098321,-0.702332944,,2.049526032,-0.487075121,,-0.407212685,2.080545077,0.383215872,-0.740688597,-0.843718495,0.476057283,2.706016029,0.984402256,1.215557665,1.644183341,-0.1201916,-0.48972104,-1.235684863
0.410017697,-1.784040844,-0.874547165,-0.317223292,-1.521755703,-0.378782784,1.259283681,-1.234861925,0.250925458,-1.135151802,-1.06168609,-1.631732811,1.569382771,0.081767271,-1.375309878,-1.893468516,-1.986365088,-2.307150184,-1.42019888,0.144202356
-0.417821533,-1.8275418,1.214023637,-0.6934655,-0.340439094,-0.865774599,0.257005291,,-1.397611385,,,-0.242212254,-0.256277805,-0.571910058,-0.155214488,-0.41619827,-0.659922066,-1.813733973,,1.280445268
0.68927117,0.652379881,,0.939050077,-0.468988059,1.203311742,-1.464699081,-1.051461605,0.482584494,0.226787319,1.238370656,0.342253166,-0.221008999,0.478281735,0.225129535,-0.030561261,-0.327135798,0.024858478,0.152784224,0.124806562
-0.309990002,-0.278866896,-0.281756735,-0.163017846,0.86588715,0.172416941,-0.903355447,-1.800449112,0.014392377,-1.007998458,0.631281944,-1.133771307,-0.522302897,0.656292791,,-1.187468907,0.290277644,0.442249372,,
-1.512230846,0.493192659,0.013621964,0.859183442,,-0.173691991,-1.318804798,,0.546989847,-1.025335478,-0.462062022,-0.538703974,-1.130346897,0.301885216,-0.217412285,0.052363483,0.877127277,0.963529595,0.731684104,0.757859363
-0.279479377,-1.334197635,-0.049788478,-0.885406563,0.455611029,0.011222754,-0.211804508,0.915915572,-0.307138501,0.081067563,,-0.086501485,-1.788780613,-0.41943744,-0.028098352,-0.588538261,-0.066554707,-0.915863463,-0.775322646,-2.042357033
0.276760222,,-0.46242696,-0.387154388,0.685307379,-1.534931653,,-0.049659802,1.159437155,-1.564883709,0.490703415,0.699610135,1.391369551,,-0.480986838,-2.068260899,-1.056290648,-0.763890247,0.786989653,-0.321017408
-1.003745268,0.306374359,0.335869614,-0.160519543,,,,-0.424430104,1.257374841,-0.039294009,0.056992841,-1.544009,-0.424282714,0.273888138,1.274915214,-0.401823175,0.780915176,0.927891798,-0.020811326,
0.775064842,1.434140029,,0.240307425,-1.421265249,1.694054672,-0.007619522,-0.024609091,,-0.503933362,-2.135049419,,0.405246674,0.438076447,-0.352505017,-0.466987144,-0.86823581,-0.062286428,0.702900418,-1.103231962
-1.464763586,-0.667358637,-0.452928065,,0.235512195,0.326771889,-0.054916099,0.51864091,,-1.43507563,-0.58041627,0.166130786,-1.455737184,0.869286469,-0.265872878,-0.020223151,,0.779490567,-0.383161835,-1.041588812
-1.492029792,1.491334547,-0.114943189,1.247176141,-0.306321706,0.386076481,-0.981171651,-1.165908304,-0.49530441,-0.653073778,0.089178065,-0.072305542,-1.527723486,-0.202719497,-0.203498936,-0.283747304,-0.239393775,0.012475092,-0.922298215,0.708280604
-0.630681812,-0.217630158,0.386184677,0.358622077,-0.022424082,-0.964236261,,0.17949244,-0.901566733,-1.144673959,1.261356223,-1.370583448,-0.10777586,1.338712837,-0.573757845,-1.716296247,-1.345203851,-0.747542942,0.029471754,1.214186046
-0.333125321,-0.186177464,-0.465611802,1.714990721,1.560765462,-0.195324228,-0.345679317,-0.98581165,1.20292184,-0.544359304,-0.941486809,,-0.094278636,0.770705263,,-0.13914878,0.643586693,0.630212545,-0.411974267,1.147162334
1.76602673,1.584384224,-0.476930981,1.181982004,-0.259385194,0.17804923,-0.166407397,-3.019030189,-0.667921627,-0.075048506,0.989735791,2.295931626,1.487697647,-1.182597096,,-0.289962323,-0.22084103,1.1009061,-1.237962319,
,0.687468427,,-0.338674328,0.215020871,1.624744136,1.77866356,-0.220478487,-0.750549058,0.543662824,0.451378088,1.12437998,1.323212141,-0.804865486,,-0.450765053,0.699944139,0.647649558,-0.212363524,-1.114569332
-0.00358003,0.188968832,0.543263526,0.078328799,,1.039712769,0.004790273,-1.075040778,0.674551762,1.462962754,1.097423867,0.931404206,0.645464207,-1.994122982,0.717877476,,0.225654685,1.292864337,-0.539099233,0.315833304
-2.461663598,,-1.05204667,0.064056017,,-0.377821713,-0.607637941,0.72684025,,-1.158510476,-0.501144067,-2.622738863,-1.361276222,1.779372103,,0.058179793,0.110193968,-1.157714474,-0.521658703,1.635754544
,,2.32572812,-2.015136975,0.469554965,-0.628396446,-0.285918705,-0.12761405,-0.100920809,-0.590637974,0.079901534,0.524128129,,0.430639238,0.282700552,-1.602461855,,-0.660138372,,0.661999968
0.330130331,0.129311987,,1.741755135,-0.482522258,-0.842228302,1.216212163,-0.912247502,-0.779880736,-0.521831291,0.527191816,0.585298392,0.086940072,-0.43892306,1.022360511,-1.22203763,,-0.376263209,-1.905333514,
,-0.674575079,0.592671597,-1.624569287,-0.308648511,,0.214404227,2.329410926,0.120864625,-1.25836639,,1.798465924,1.303994409,-1.494848079,1.318073617,2.216184487,-1.748552072,-0.889857442,2.831828816,-1.917811119
0.114584937,0.982258209,2.27468239,,-0.883402657,1.295549196,-0.967686479,1.747254857,0.757594692,1.266490906,0.907691335,-0.324476314,-0.866013122,,-1.970317534,1.389848965,-0.577061077,-0.852849811,-0.384651917,
-1.520493439,-1.157578459,,1.101134755,0.443793311,-0.89125548,-1.127048361,-0.128539324,0.749837732,-0.072934897,-0.6454803,-0.950062001,-1.535841366,1.820815876,-1.12139114,-2.066646355,,-1.087546486,,0.259502209
-1.362623049,-0.084159167,0.265881549,-1.47606072,0.449498264,-0.77330131,1.070081011,0.684111458,0.635196869,1.00156224,-0.510812002,-1.061851011,0.469580129,0.979782505,-0.930941691,1.357223455,0.634492584,-0.499803162,-0.965937599,-0.105663924
-1.108258858,0.420344285,1.247920422,-2.402935521,-1.998167945,0.027669986,-0.805577016,3.373001472,-0.895019482,-0.096064848,-0.755783821,-0.366628536,-0.418664125,-1.641969048,-1.960987705,2.303814435,-0.229218578,0.504544958,0.218615836,1.069232578
-0.323165327,-0.230052064,0.327918764,1.162614754,-0.204188743,-0.755796068,-0.020316228,-0.237191615,0.714335859,-0.229328317,1.068315379,-0.30865423,0.772061137,-0.045540222,0.537932435,0.809122695,0.86678062,0.662303742,0.418736681,-0.785611114
-0.106469876,0.172557294,1.001610606,0.059615991,-1.1952342,,0.859603797,-0.753183527,-0.4396622,0.512820173,0.362699625,,-0.272511853,-1.064676811,-1.130038766,0.352552315,-0.375141937,0.379887085,,0.04202918
-1.476396652,-0.361977751,-0.423581566,-0.408463643,-0.24306048,0.048393125,0.817924557,0.188497388,-1.087544846,0.872311322,-0.927427973,-0.142489687,-0.943162718,1.287990622,0.201303604,-0.098794645,0.117089999,0.453551653,-0.647704599,-0.10048553
1.26379441,-0.749149365,-0.206418046,1.398133188,-0.658737445,-1.270800491,-0.567290795,1.444284989,0.369233383,-0.284173175,-0.399746152,0.019966507,1.433151042,-1.576692035,0.780337623,,-0.629903369,-0.722134821,0.526036973,0.076501075
-0.273725003,-0.745574259,-0.185187665,-0.13693726,0.950101513,0.509261054,-2.544434684,1.007736262,,0.224428338,-0.242847153,-0.053315165,-0.099986516,0.395154746,-0.203501469,0.702752595,0.600967512,0.290200161,-0.10791319,-0.444251392
-1.703248524,-0.056977401,,0.929679203,,0.780160541,-0.39806561,-0.441177841,2.012687729,0.994748807,0.05713926,-0.631753596,-0.965659728,1.274852696,0.284512885,,0.566923018,0.718487801,-0.996761566,0.071855205
0.36839663,-0.799002749,-0.258006943,-0.601424867,-1.133654275,0.21131596,-0.637273554,-0.718098479,0.374385664,0.680203875,-1.030332355,0.546928958,-0.737200288,-1.113156975,-1.775726286,-1.205334854,-1.723666794,-2.183226924,-1.557067433,0.603364178
1.982759862,-0.961353837,0.80270315,0.408931218,-0.268323689,-0.619518611,-1.220803261,0.312788543,-0.085585581,,0.719227933,0.998404482,1.866057405,-0.556798463,0.464302993,1.0131844,-0.816053883,0.235387093,0.294184322,
-0.355216048,1.201881885,1.102026549,0.570769023,0.173952322,1.039899828,-0.493859315,-1.271849366,0.590376415,0.683139532,-0.217494183,0.131156513,-0.045715242,-0.507910066,0.473715964,-1.135456352,0.035890889,0.78105117,-1.144702176,0.268244461
0.487605974,-0.539532184,0.665386009,0.889591767,0.372124517,,-0.452183354,0.269559685,0.453230008,,2.020183598,-1.547731908,,1.017956449,,-1.388419877,0.987498217,0.52976266,1.664033407,-2.134683906
,-1.85509714,1.380570774,,-1.252200367,-1.452794149,0.29914422,,-1.126479049,-0.331243157,0.580257314,-0.098070589,-1.531789903,-2.069160111,,-1.019991636,-0.741501312,-1.329536599,-1.759201603,-0.232255594
1.344167878,-0.306303586,0.722901733,-0.698508709,-0.818023413,1.011383773,0.046277537,,0.379183896,0.048048236,1.899308489,-0.697719284,1.01322733,0.015591749,0.237633886,0.853383584,0.168484297,-0.512575332,1.256460778,-0.509889065
-1.1652187,2.080458462,-0.682790549,0.489345985,-1.325686165,2.178511777,1.039325294,1.143348201,-2.083259819,2.974892543,0.102087651,0.23736796,-0.826120333,-1.733629941,-1.021485216,2.24341266,0.129899907,0.450278294,-0.81598512,0.701155623
-0.304378161,-0.810679359,-0.455522123,-0.023288918,0.734830665,0.040262504,0.752185127,-0.309569794,0.643513846,-1.052501492,0.828053751,-0.792302251,-0.266479307,1.304278872,0.209861168,0.4521103,0.364569113,-0.437110898,0.028117812,-0.599987836
0.140219513,0.961257869,0.011420799,0.298006997,-0.265547972,0.108173545,0.047634403,0.600028724,0.262406883,,-1.572384661,0.986637597,0.00978471,-0.889785111,0.994590656,0.133757994,-0.640124667,-0.747158372,,-1.373177865
-0.350272886,0.68179222,,1.264517636,-1.854388758,1.147153615,-0.39413857,-0.111910263,-1.536392601,-0.187055244,-0.067349539,-1.558489911,,-0.04178587,-1.622850758,-1.455256011,-0.714405819,0.900771336,-0.854205143,-1.566505555
0.784137661,,0.524058904,1.575755735,-0.512521313,0.627857152,-2.206244655,0.136759898,-0.413355282,0.751050798,-0.78641607,0.439463055,0.224107655,0.637858386,0.415833368,1.609023404,-0.802431687,-0.338186764,-0.737171368,-0.588886799
-1.065380849,0.654739137,1.857052045,1.22008315,,1.7222279,-0.970922752,-2.778332104,1.189229486,1.086035694,1.499060066,0.304593084,-0.190158377,0.358972369,-1.105488991,-1.763812602,-0.130525741,-0.016329487,0.035967453,
-0.22772934,0.498956064,-1.416716007,-0.09509699,0.876372094,-0.248922312,1.068191253,1.700729016,0.240119574,0.06131258,-0.496481027,0.519849146,-0.755679027,-0.214865384,0.308578153,0.422562976,0.847290855,1.607924192,1.194203247,0.875453055
-0.222059816,-1.361139518,-0.920975707,0.494213979,4.88448E-05,-0.543421662,-1.599065165,-1.469893154,-1.32700591,,-0.006187796,-1.391198332,0.141561221,-1.014746937,-0.328627349,-1.178652307,-0.052872408,-0.986333527,0.4832308,-0.462505039
-0.179865657,0.463703247,-0.500077594,0.349995347,1.999852566,0.461227975,-0.492588427,0.993493263,2.140761926,-0.026381747,-0.204415024,-0.06985352,0.50560868,1.512841919,,0.696224296,1.483634407,1.797615591,2.136304885,-0.739463698
0.783250748,0.477063548,-0.239327802,1.394722507,0.487008985,0.345187998,0.30487937,-0.736405849,,,1.550894034,1.307113436,0.667231596,0.315520261,0.631181752,-0.411924334,0.193382331,,0.630967759,1.145122325
-0.387574213,-1.853814446,-2.091106586,-0.441859397,0.327410369,-2.559196912,1.236091894,-0.343175739,-0.161975841,-0.011222243,-1.373547407,-0.098872763,0.51655629,0.776636253,-0.681585314,-0.984891591,-1.37150166,-1.484041407,-0.923542581,-0.70830782
-0.141489238,-0.718598507,0.205303,-0.823412835,-0.336985795,-0.3266624,1.673814126,-0.585550589,-0.989142121,-1.261745508,0.507066653,-0.358816632,0.215368643,-1.136753075,-0.696524073,-2.521751179,-0.764120863,-1.171776879,-0.723105221,0.082148317
-1.216530047,0.044700846,1.008606951,-0.463652606,1.21103905,0.661633296,0.079295884,0.048755071,0.129970552,0.645683716,-0.697800906,-0.075249449,-0.155557698,1.160315193,-0.348869238,0.034863142,1.395359624,1.266301915,0.781420609,-0.071610185
-0.40895787,0.398957114,1.17481953,1.544769048,-1.785104712,0.024771123,0.26112652,-1.963494185,-0.656089483,,0.158372467,-0.166590866,0.867330148,-1.7627633,-1.601317799,-1.815774874,0.076834108,-0.134130149,-1.470588814,1.681198068
,1.00796956,,1.167539405,-1.36778165,-0.017227784,-0.14449684,-0.156180928,0.241557894,-2.162831101,1.091889631,0.733177909,0.507156934,-0.182969527,-0.108824993,-1.001162075,-0.936143178,0.092136518,0.191576547,-0.100238281
0.162008642,0.264687043,-0.535649432,,0.552701501,0.569041522,,-0.591996842,0.186368764,0.033109199,0.230290399,1.151071179,1.240415833,-0.457818608,0.299141814,-0.911111193,1.501601687,1.92356148,0.282941299,0.535380257
0.253370568,-0.692101109,-0.816133767,0.906985043,0.603192203,-0.181015303,-0.626394449,1.953560988,-0.372150136,0.091663056,,,,-0.338716317,0.676118814,1.146708571,-0.140781053,-0.562646676,0.218835218,0.114813213
1.875872393,-1.614988848,-0.61788947,-0.002729073,0.551353254,-1.403582217,,-0.752531767,0.356544199,-1.729459645,1.040036437,-0.637611628,1.170367037,1.001451084,0.532358023,-2.176328865,0.483177736,0.466306187,0.410425183,0.536511715
,-0.753515382,-0.242082894,-0.582339339,-2.460684798,0.380042255,-0.410880418,1.011337936,-0.845632979,-0.721811546,0.351521272,,-1.767524984,-0.682643797,-2.584411383,,-2.171972375,-2.860186491,-0.87997589,1.550306166
-0.29433993,-0.403886563,0.592724433,-1.99056934,-1.32115693,0.422732102,1.000845719,-0.199642717,0.618111437,-0.611629394,0.372678981,-1.904180762,-0.779916199,-1.423732253,-0.857685061,,-1.770891939,-0.400952303,-1.441200827,0.492417741
,-0.238672521,0.776908087,-1.119167009,-0.12913356,0.221200634,-0.888764822,0.113126822,-0.009866508,-0.146336895,2.147870885,0.756236472,-0.536267625,1.658655961,,0.351290571,-0.365487639,-0.110294274,-0.295242766,-2.363505635
-2.414726422,0.880921196,1.309109809,-0.690143785,-0.93576134,1.230944106,0.811325948,0.550479032,-1.991865374,-1.122510579,-0.487037495,-1.404869187,-2.787400155,0.196010404,-1.121722999,-0.147173377,0.159729183,0.472684249,-0.492623971,0.639857485
-0.31663279,0.976001071,-2.165523629,-0.266786055,,1.38660404,-0.668382421,2.272008806,-1.217162885,0.346295088,-0.765046888,-1.523286224,0.470713417,0.222811204,0.268919758,1.076647702,1.230926374,0.852748905,1.018438032,1.22766116
-0.364158088,0.645062764,2.924928635,-2.241255289,1.535251744,-2.013111847,-0.992646096,-0.713233081,-0.273829794,-1.044328899,1.102787003,1.892162292,,0.305916551,2.307957716,-1.56017623,0.458719413,0.645901833,0.276668908,0.191681992
0.438306588,,2.221580804,0.025984318,-0.373777113,-0.438831455,1.122631983,-1.015061424,-0.543128119,-0.784235245,1.068156426,-1.341023853,1.040023642,-0.398966453,0.921924859,-0.824605677,0.862518149,-0.03921932,-1.109645989,0.733281971
1.730830703,0.039385003,0.36564104,1.308096517,,-0.299748258,,-1.443911973,0.952133317,-0.071023626,,1.202165081,3.042479029,1.917773434,0.951236946,-0.414187039,0.57008737,1.070418188,,0.13032486
-1.053452931,-1.413929747,-0.841694007,0.37543031,-1.059096095,-1.136792647,0.07002601,1.21608956,-1.325356101,0.752376626,-0.915654105,-1.500260552,-1.218810134,-0.796009592,-1.760780189,0.395200756,-1.005945861,-1.646670198,-0.129857572,-0.011209213
-1.194506798,0.280496031,1.216119381,,,0.166675749,0.347399851,1.538243291,0.158180048,-0.203651289,1.188822464,,0.125664166,0.525857832,-0.234812568,0.337730809,,-0.628312722,0.893525295,-0.319237242
-0.084209833,-1.009614719,,-2.540078139,0.466465914,-1.304616735,-1.165759676,0.074248048,0.48712314,-1.482251291,-0.703264097,-1.468923529,-0.001026722,1.40042013,-0.273455263,-2.032269821,,-0.189273653,-0.049579662,0.41696241
0.867227275,0.410847951,,-1.111739753,0.217562417,0.824971991,1.492591871,-0.807019375,1.019940827,1.03550483,-2.77214397,0.416601076,2.262215295,-0.925318231,,-1.252749249,0.006759192,0.01518842,-1.1786507,0.237434729
1.960455384,1.03491442,0.068186267,1.34024307,,0.756522903,-0.25289901,0.260958978,0.407754847,-0.102212215,0.693170784,,0.748676683,1.341839852,0.321869079,-1.402600123,2.524827767,,2.550750875,-0.249822219
,-1.369085074,-0.660534738,0.822207287,-0.813997895,,1.21677503,-1.265669992,0.118584752,-0.641106024,0.57648763,-1.278712353,,-0.397289078,0.37899867,-1.46739275,-0.086383861,-1.432162297,-0.65718516,
-0.720859945,-0.093160855,-0.302354557,-1.14385923,,,-1.117071049,0.897221885,1.241854018,-0.261496638,0.74681193,-1.38403182,0.981642445,0.30612455,-1.291862921,0.388698521,,0.882676513,0.826231057,-0.806208876
-0.393060668,0.171351884,0.015645876,-0.510576711,,,-0.6066588,-0.507119743,1.058919006,0.647061591,,0.428490602,,0.988828309,-0.92691599,0.748358362,0.034104331,-0.022870949,-0.085866686,0.33704097
-0.211146295,-0.112937253,1.041299299,-1.447335132,0.055930078,-0.718049772,0.295222725,0.623685946,0.903417446,-0.739888827,,,-0.262509718,-0.910131869,1.405214455,0.239553508,0.394386604,0.941564634,0.538514162,0.585211297
-1.193692443,-0.125047062,0.714074381,0.276579336,0.847748334,0.150247348,0.343699029,0.834237441,,0.27772926,0.649205263,-0.83902698,-1.108593313,0.75843884,0.767582852,-0.51762894,0.396397364,-0.269541933,1.423639248,0.863232119
0.873426257,1.032014508,,0.022739282,-0.245742987,0.875596323,-0.546880809,0.535179023,0.347298735,,-0.806780795,1.081115851,-0.05125868,-0.147119241,0.91966625,2.352571805,,0.155406012,0.277125853,0.087850391
0.427875067,0.371514068,2.788382409,-0.285890487,0.100952438,0.010262212,-1.317380867,,0.385221385,-0.046415016,0.892488585,0.489193466,0.691729145,0.870015861,,2.216935042,0.602522784,-0.053020225,1.205450457,-2.195786087
1.232785746,-1.187147885,0.004339091,0.363955,-0.792472267,-2.475709125,,-0.309076245,0.15910483,-0.109320274,1.313604575,0.518345544,0.126050313,-0.848288913,-0.340199513,-1.122301728,-0.916758809,-0.243639158,-0.371249949,-1.777201362
,-0.665444639,0.277608247,,-0.53690772,0.358431571,0.182862088,0.410638866,-1.292074736,-0.336708791,1.666973795,-1.95564461,-0.268198862,-0.667408094,-0.167891329,0.0104461,-0.574448482,-0.689334189,-0.261871878,2.501092682
,-0.296971436,-0.968925357,1.755484461,1.287375947,-0.070149836,0.003323503,-0.720578226,1.214921829,-0.94271348,-0.670934006,-0.776613211,-0.899553798,0.644634288,-1.293640763,0.361942473,-0.703782915,-1.741051475,-1.461225854,-1.073492815
-2.258876634,1.367387513,0.096600588,0.124175446,1.066642851,1.101875014,0.480309196,0.062752911,1.193868104,,0.885790294,,-1.67876087,0.286802876,-0.459047175,-0.773388946,1.641953104,1.623982381,0.775836229,2.059065194
-0.839616063,0.551424729,1.371579883,,2.017034823,-0.043889563,2.243745857,-1.126752331,1.222117214,-0.873534054,0.715456611,-0.284094222,0.196511629,0.418782181,0.355367455,-1.410515322,0.987109173,1.213216172,0.155699753,-0.760915521
0.340825567,0.456646943,-0.63802631,0.59510727,0.27091614,-0.894917922,-0.091914412,-0.296032989,0.339843348,-1.072658916,1.883222389,,0.377618792,0.002511804,,,0.702831719,-0.004960286,0.148422793,-2.404812633
-1.186045231,-2.114921985,-0.285765457,-0.681952689,0.503830887,-0.72206094,0.522293704,,0.192553278,-0.102702687,-0.082060433,-1.779453003,-1.246955957,0.136000602,-1.076065922,0.579444051,0.346534418,-0.899144058,0.800197182,
0.382671414,0.581005638,-0.832004903,0.197521399,-0.610745161,0.005397057,,-1.094618726,-1.446949253,-0.198346008,0.169564773,0.908020653,,-1.297994731,0.859160436,-1.708578346,-0.828928196,-0.855565645,-1.105091808,-1.79365058
0.013172121,-1.619127062,0.449119619,0.026792044,0.356437873,-0.722355981,-0.389042806,-0.078350644,-0.699387916,-0.38158058,0.037404696,,0.312911178,-0.0787597,-0.280449434,1.017274593,0.142022327,-0.002972033,0.406372965,-0.8190903
0.976320446,0.243122257,0.33405276,2.449928948,1.402938141,0.173341757,0.385563416,0.482142083,0.639985629,-0.094753829,-0.771800264,,-0.243880627,1.691288392,,,1.072700241,1.097951045,1.808198347,-0.564456741
1.428552637,0.025838329,-0.575076523,,0.425199546,0.261433518,0.452582969,0.157216106,-0.367779045,-0.128365209,-0.709670444,,-0.013416796,0.598252598,2.030680847,-0.611194286,1.223100902,0.405417569,0.942785882,-0.633094873
-0.447371199,1.023755405,-1.063001823,-0.944356297,-0.103664284,0.747581122,-1.310676222,-0.479177088,-0.727518737,-0.520126148,-0.264436053,-0.626828099,-0.035286023,-0.865065697,0.492518276,-1.442696923,-0.352000869,0.54636323,-1.534350019,
-1.042454404,-0.357995852,-2.063112226,0.438962522,1.022719867,-0.462371347,-0.293112962,-0.214560477,0.042396787,-1.068728417,-1.476238397,0.002355711,-0.236125223,0.238425659,,-0.124848708,0.470965337,-0.583393885,0.730518755,-0.882418782
0.744198691,0.015533447,-0.947294851,1.077355858,-0.09926369,0.36383091,0.193156457,-0.226617889,0.180847955,1.246153089,,1.684636916,-0.895825056,-0.334827195,0.320653307,,-0.970170151,0.428180575,1.021640877,-0.583434306
-0.82558472,0.498682624,0.118471113,,0.338625891,0.434894924,-0.364680237,1.108591235,-0.418469702,-0.117203016,0.149232522,-1.348023688,-1.547209616,-1.432021491,-0.792241835,-0.648654666,-0.473159551,0.671801771,,
,0.968172025,,0.579610095,0.694442547,1.195140376,-0.608329452,1.316853382,0.832179975,1.164633875,0.14512676,-0.413051584,-1.193023455,0.144810668,-1.027951151,0.794975881,2.226754913,2.028327702,-0.005929294,
-0.427758968,0.177513115,1.052108762,-0.573271327,1.494055699,1.474506921,-0.804844298,-1.763343654,2.222412284,,0.474520593,-0.405490476,0.726294397,0.316824046,1.023084462,-0.379241447,,1.092464931,1.016489308,-0.652389899
0.284400558,-0.174491588,-0.557711495,0.320299198,0.544999479,-0.448911483,-1.137417617,-0.040325666,0.948867942,0.973538306,-0.168198349,-0.50108211,0.735691163,0.318154494,0.392725047,-0.863567641,0.196972,1.324560531,,0.819175227
-0.646965296,0.730578985,0.627840075,1.135969903,-1.43997276,-0.079112722,-1.628964693,0.42554713,,0.15732799,0.041160571,0.792691447,0.293433324,-1.518550237,-2.13250578,0.967351224,-1.42680275,,0.191675116,-2.162606609
3.449229367,0.537975426,1.760243917,-1.210148964,0.434937603,0.795525255,-0.642407334,-1.312383856,1.423179576,1.44287263,0.785584803,3.024830987,3.231171162,-0.031786615,1.130191696,-0.743761079,0.496693077,0.760221502,1.295289215,-2.785184068
-0.156781134,2.003839216,-1.183516615,-0.953784776,-0.014837828,2.109018065,-0.402049851,-0.464972465,0.648902528,,,0.846925806,-0.686045863,-0.082865194,,0.474554666,-0.773402044,1.17602349,,-0.135646531
-0.20105437,-1.372610741,0.354823797,3.067266201,-0.717929138,-2.116376882,-0.906834595,-0.970182835,-0.311215353,-0.040059205,0.85350202,-0.833565079,0.06532092,0.076034234,-0.976303397,-0.865701715,-1.654040381,-2.473435153,-1.50632893,0.900766848
,1.470859461,-0.744180275,1.234851626,1.284307231,1.80072415,-3.088357317,-0.257158762,2.083002327,2.102596371,-0.402895796,0.912212189,-0.343422789,-0.014822052,0.702249623,1.081435126,,2.447711226,1.262782282,0.120682707
